CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,AMT_REQ_CREDIT_BUREAU_YEAR,EDAD_ANOS,ANTIGUEDAD_ANOS,DIAS_CAMBIO_TEL,NAME_CONTRACT_TYPE_Revolving loans,CODE_GENDER_M,CODE_GENDER_XNA,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE_Waiters/barmen staff
0,69750.0,545040.0,16654.5,450000.0,1.0,2,,0.6416260638177881,0.6144143775673561,0.0,0.0,60.23561643835617,1000.6657534246575,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,292500.0,755190.0,32125.5,675000.0,1.0,2,0.9114220470527036,0.505971449590325,0.6848276586890367,0.0,0.0,41.57260273972603,4.2684931506849315,1299.0,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,180000.0,508495.5,38146.5,454500.0,2.0,3,,0.6345969422162787,0.7136313997323308,0.0,2.0,44.12328767123287,1.8821917808219177,276.0,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,135000.0,204826.5,8739.0,144000.0,2.0,2,0.3638035531203034,0.511190749653581,,1.0,0.0,24.46849315068493,1.4931506849315068,9.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,94500.0,533668.5,19908.0,477000.0,1.0,3,,0.3520318517611129,0.3944954053123993,0.0,0.0,57.35890410958904,1000.6657534246575,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,135000.0,900000.0,23742.0,900000.0,2.0,2,0.4912305036016485,0.39921396841782,0.6722428897082422,0.0,0.0,26.95068493150685,2.16986301369863,918.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,180000.0,1546020.0,50004.0,1350000.0,2.0,1,,0.7453923356447006,,0.0,,62.92054794520548,15.775342465753425,3478.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,112500.0,450000.0,38497.5,450000.0,2.0,2,0.3904711592027568,0.002146645822674,0.0790596959945767,0.0,2.0,41.013698630136986,7.498630136986302,661.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,202500.0,1209541.5,40104.0,990000.0,1.0,2,0.1676924126746211,0.5991679187319693,,0.0,,28.956164383561642,1.2356164383561643,1139.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2,315000.0,493497.0,55944.0,454500.0,4.0,3,,0.3671120046785712,0.8050196619153701,0.0,2.0,29.06027397260274,4.978082191780822,1741.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,225000.0,904500.0,38452.5,904500.0,2.0,2,0.4084914517511797,0.6725390879516568,0.6626377922738201,0.0,2.0,51.89041095890411,2.3424657534246576,919.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,180000.0,495000.0,52110.0,495000.0,1.0,2,0.6845742989971383,0.5644459804540083,0.3723336657058204,0.0,4.0,47.8027397260274,9.484931506849316,1769.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,135000.0,810000.0,40500.0,810000.0,2.0,1,0.7910108879066343,0.7459024592986786,0.4884551844437485,0.0,1.0,45.66575342465753,12.093150684931507,773.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,90000.0,508500.0,21375.0,508500.0,2.0,3,,0.6000918894424906,,0.0,,52.49589041095891,3.756164383561644,783.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,148500.0,547344.0,28075.5,472500.0,4.0,2,0.5255973262678988,0.2493308610507505,0.5406544504453575,0.0,2.0,34.224657534246575,0.3232876712328767,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,270000.0,193500.0,15417.0,193500.0,3.0,2,0.576920786016335,0.2028147985699716,,0.0,,48.38630136986301,2.6082191780821917,0.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,67500.0,47970.0,4801.5,45000.0,1.0,2,0.5782967191098164,0.4752952481578664,0.5190973382084597,0.0,0.0,60.657534246575345,1000.6657534246575,1895.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,180000.0,781920.0,28215.0,675000.0,2.0,2,,0.6658685964845661,,0.0,,29.0,4.69041095890411,731.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,90000.0,168102.0,16506.0,148500.0,1.0,2,0.6396093603898142,0.7153580660227591,0.8667312342599449,0.0,2.0,46.89041095890411,12.054794520547945,2893.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,247500.0,835380.0,40320.0,675000.0,2.0,3,0.186450102936966,0.480374881914989,0.1054731864873376,0.0,5.0,29.753424657534246,3.5534246575342467,225.0,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,180000.0,521280.0,27423.0,450000.0,4.0,2,,0.6458637472796828,0.4294236843421945,0.0,4.0,36.88493150684931,3.5013698630136987,1723.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,157500.0,148500.0,7272.0,148500.0,4.0,2,0.6802735743073852,0.5521191314772216,0.7194907850918436,0.0,3.0,41.04109589041096,8.816438356164383,2522.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,139500.0,360000.0,17316.0,360000.0,2.0,2,0.5216990219944891,0.5047196742480182,0.5046813193144684,1.0,1.0,57.15890410958904,1000.6657534246575,377.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,234000.0,270000.0,13500.0,270000.0,4.0,2,,0.6701217751197581,0.7136313997323308,0.0,0.0,37.50958904109589,1.8082191780821917,2243.0,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,112500.0,100246.5,7492.5,81000.0,2.0,2,,0.5751394858618298,0.5531646987710016,0.0,0.0,35.88767123287671,2.717808219178082,650.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,67500.0,202500.0,10125.0,202500.0,2.0,3,0.5403248745191163,0.2376353407743512,0.3108182544189319,0.0,2.0,40.73424657534247,6.054794520547945,1706.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,225000.0,1436850.0,42142.5,1125000.0,2.0,1,0.4420103569851025,0.5246866954848461,0.4135967602644276,0.0,0.0,32.35068493150685,9.67945205479452,394.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,180000.0,225000.0,23184.0,225000.0,4.0,2,0.3233411660630876,0.6391433566804245,0.7194907850918436,0.0,1.0,41.99452054794521,20.92054794520548,0.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,108000.0,808650.0,26217.0,675000.0,2.0,2,0.6379919761381599,0.5269657570863046,,0.0,,48.04657534246575,19.863013698630137,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,90000.0,497520.0,59044.5,450000.0,5.0,2,,0.5551993623690471,0.524496446363472,0.0,4.0,34.704109589041096,2.063013698630137,1947.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,202500.0,301464.0,8082.0,238500.0,3.0,2,0.1703979776386944,0.5599033003303657,0.6092756673894402,0.0,0.0,35.295890410958904,0.3232876712328767,347.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,180000.0,278460.0,19800.0,225000.0,2.0,1,,0.7095658448332834,,0.0,,23.104109589041094,2.1534246575342464,617.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,225000.0,521280.0,31630.5,450000.0,3.0,2,0.3976642158032654,0.2717587855936161,0.1168672659157136,0.0,5.0,36.583561643835615,4.986301369863014,1559.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,45000.0,717003.0,20677.5,598500.0,2.0,2,,0.3102602865378536,,0.0,,59.73972602739726,1000.6657534246575,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,121500.0,152820.0,7987.5,135000.0,1.0,2,,0.684505904124196,,0.0,,64.31232876712329,1000.6657534246575,1703.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,216000.0,405000.0,20250.0,405000.0,1.0,2,0.5873040521528313,0.5381955932190663,,1.0,,55.87671232876713,4.347945205479452,474.0,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,292500.0,1724220.0,50544.0,1350000.0,2.0,2,,0.7750360188865163,0.6925590674998008,0.0,0.0,57.45205479452055,0.6383561643835617,1510.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,180000.0,350415.0,27247.5,292500.0,1.0,1,,0.6134064930669026,,0.0,,29.517808219178082,2.202739726027397,1329.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90000.0,450000.0,23107.5,450000.0,2.0,2,,0.7278935115298207,0.7106743858828587,0.0,1.0,61.18904109589041,1000.6657534246575,0.0,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,180000.0,521280.0,35392.5,450000.0,3.0,2,0.2493120630339233,0.6961681748129628,0.3825018041447388,0.0,2.0,44.016438356164386,8.07123287671233,1761.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,135000.0,922500.0,29889.0,922500.0,3.0,2,0.4177022817637119,0.4483334597385499,,1.0,,34.391780821917806,1.2191780821917808,1110.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,67500.0,1078200.0,31653.0,900000.0,2.0,2,0.587629674388734,0.2487296976618488,0.6512602186973006,0.0,2.0,42.635616438356166,5.536986301369863,611.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,112500.0,225000.0,11250.0,225000.0,3.0,2,0.5373002182340987,0.6650994444116559,,0.0,,35.89041095890411,2.6575342465753424,2671.0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,315000.0,1288350.0,37800.0,1125000.0,3.0,1,,0.7645236448626704,0.1455428133497032,1.0,5.0,43.61369863013699,8.452054794520548,1312.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,90000.0,808650.0,26217.0,675000.0,4.0,2,0.7980382166303129,0.2652563401861944,0.5656079814115492,1.0,0.0,38.48219178082192,7.6,1715.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,202500.0,695439.0,22563.0,580500.0,2.0,2,,0.7566236877659019,0.6075573001388961,0.0,4.0,61.16712328767123,3.6136986301369864,141.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,126000.0,360000.0,18378.0,360000.0,2.0,1,,0.6124986103826107,0.5424451438613613,0.0,4.0,61.50958904109589,1000.6657534246575,443.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,180000.0,254700.0,20250.0,225000.0,1.0,2,,0.2459127791709293,0.1798217650897043,0.0,2.0,35.1945205479452,1.9452054794520548,315.0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,360000.0,265500.0,20677.5,265500.0,2.0,2,,0.6534684750426747,0.6195277080511546,0.0,3.0,50.25753424657534,1.0767123287671232,979.0,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,135000.0,180000.0,9000.0,180000.0,2.0,1,0.3362013351862969,0.5816024769292064,0.6956219298394389,0.0,1.0,23.613698630136987,0.6931506849315069,256.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,126000.0,942300.0,30528.0,675000.0,1.0,2,,0.2318336720647551,0.7091891096653581,0.0,0.0,35.945205479452056,1000.6657534246575,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,85500.0,247500.0,12375.0,247500.0,2.0,2,0.1013773670442565,0.6393299459073007,0.470456116119975,0.0,1.0,41.082191780821915,12.06027397260274,1028.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,225000.0,305640.0,36400.5,270000.0,3.0,2,0.4482872076743879,0.4171618464300149,,0.0,0.0,36.010958904109586,1.2082191780821918,1.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90000.0,153576.0,5917.5,121500.0,2.0,3,,0.2653117484731741,0.3046721837533529,0.0,3.0,62.605479452054794,1000.6657534246575,1187.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,92250.0,398016.0,24480.0,360000.0,2.0,2,,0.6408010082361401,0.7136313997323308,0.0,2.0,64.41917808219178,1000.6657534246575,888.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,112500.0,592560.0,31153.5,450000.0,2.0,2,0.5007939551092623,0.3542247319929012,0.5442347412142162,0.0,2.0,44.62191780821918,1.2136986301369863,664.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,189000.0,808650.0,26217.0,675000.0,1.0,2,,0.6800452818419339,0.5762088360175724,0.0,1.0,48.64931506849315,13.717808219178082,1554.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
